commit	val_bpb	memory_gb	status	description
exp001	1.153069	6.4	keep	baseline
exp002	1.156411	6.4	discard	add 2% lr warmup
exp003	1.151659	6.4	keep	halve muon weight decay to 0.1
exp004	1.152346	6.4	discard	lower matrix lr to 0.035
exp005	1.152114	6.4	discard	halve muon weight decay again to 0.05
exp006	1.153773	6.4	discard	raise matrix lr to 0.045
exp007	1.151326	6.4	keep	set final lr floor to 10%
exp008	1.154746	6.4	discard	raise final lr floor to 20%
exp009	1.152099	6.4	discard	shorten warmdown to last 40% while keeping 10% lr floor
exp010	1.151840	6.4	discard	lower muon weight decay to 0.075 while keeping 10% final lr floor
exp011	1.150871	6.4	keep	raise AdamW beta1 to 0.85 while keeping 10% final lr floor
exp012	1.152050	6.4	discard	raise AdamW beta1 to 0.9 while keeping 10% final lr floor
exp013	1.151580	6.4	discard	extend warmdown to last 60% while keeping 10% final lr floor
exp014	1.151903	6.4	discard	raise muon weight decay slightly to 0.125 while keeping AdamW beta1 0.85 and 10% final lr floor
exp015	1.152327	6.4	discard	raise AdamW beta2 to 0.975 while keeping AdamW beta1 0.85 and 10% final lr floor
exp016	1.151516	6.4	discard	lower AdamW beta2 to 0.925 while keeping AdamW beta1 0.85 and 10% final lr floor
exp017	1.155712	6.4	discard	lower embedding lr to 0.5 while keeping AdamW beta1 0.85 and 10% final lr floor
exp018	1.153970	6.4	discard	add 1% lr warmup while keeping AdamW beta1 0.85 and 10% final lr floor
exp019	1.150644	6.4	keep	raise embedding lr to 0.7 while keeping AdamW beta1 0.85 and 10% final lr floor
exp020	1.152101	6.4	discard	raise embedding lr to 0.8 while keeping AdamW beta1 0.85 and 10% final lr floor
exp021	1.150800	6.4	discard	lower Muon beta2 to 0.9 while keeping AdamW beta1 0.85, embedding lr 0.7, and 10% final lr floor
exp022	1.149542	6.4	keep	lower embedding lr to 0.65 while keeping AdamW beta1 0.85, AdamW beta2 0.95, Muon weight decay 0.1, and 10% final lr floor
exp023	1.151587	6.4	discard	lower embedding lr to 0.6 while keeping AdamW beta1 0.85, AdamW beta2 0.95, Muon weight decay 0.1, and 10% final lr floor
exp024	1.150234	6.4	discard	raise embedding lr slightly to 0.675 while keeping AdamW beta1 0.85, AdamW beta2 0.95, Muon weight decay 0.1, and 10% final lr floor
exp025	1.148832	6.4	keep	lower final lr floor slightly to 7.5% while keeping AdamW beta1 0.85, AdamW beta2 0.95, embedding lr 0.65, Muon weight decay 0.1, and 50% warmdown
exp026	1.148940	6.4	discard	lower final lr floor to 5% while keeping AdamW beta1 0.85, AdamW beta2 0.95, embedding lr 0.65, Muon weight decay 0.1, and 50% warmdown
exp027	1.148848	6.4	discard	lower final lr floor slightly to 6.25% while keeping AdamW beta1 0.85, AdamW beta2 0.95, embedding lr 0.65, Muon weight decay 0.1, and 50% warmdown
exp028	1.148765	6.4	keep	lower final lr floor slightly to 7% while keeping AdamW beta1 0.85, AdamW beta2 0.95, embedding lr 0.65, Muon weight decay 0.1, and 50% warmdown
exp029	1.148939	6.4	discard	extend warmdown to last 60% while keeping AdamW beta1 0.85, AdamW beta2 0.95, embedding lr 0.65, Muon weight decay 0.1, and 7% final lr floor
exp030	1.149273	6.4	discard	raise final lr floor slightly to 7.25% while keeping AdamW beta1 0.85, AdamW beta2 0.95, embedding lr 0.65, Muon weight decay 0.1, and 50% warmdown
exp031	1.148879	6.4	discard	lower final lr floor slightly to 6.75% while keeping AdamW beta1 0.85, AdamW beta2 0.95, embedding lr 0.65, Muon weight decay 0.1, and 50% warmdown
exp032	1.213216	6.5	discard	double total batch size to 131072 via grad accumulation 2 while keeping AdamW beta1 0.85, AdamW beta2 0.95, embedding lr 0.65, Muon weight decay 0.1, 50% warmdown, and 7% final lr floor
