commit	val_bpb	memory_gb	status	description
exp001	1.200535	3.2	keep	random nas d=4 width=192 heads=3 act=SiLU attn=windowed
exp002	1.137371	7.6	keep	random nas d=6 width=384 heads=2 act=GELU attn=full
exp003	1.159569	3.8	discard	random nas d=3 width=320 heads=2 act=GELU attn=full
exp004	1.172004	6.3	discard	random nas d=5 width=352 heads=8 act=SiLU attn=full
exp005	1.162834	7.4	discard	random nas d=5 width=480 heads=8 act=ReLU attn=full
exp006	1.221869	8.3	discard	random nas d=6 width=480 heads=2 act=ReLU attn=windowed
exp007	1.159499	4.2	discard	random nas d=3 width=352 heads=2 act=GELU attn=full
exp008	1.307885	2.5	discard	random nas d=3 width=160 heads=8 act=ReluSquared attn=full
exp009	1.232632	2.9	discard	random nas d=5 width=128 heads=2 act=GELU attn=full
exp010	1.158104	11.6	discard	random nas d=8 width=512 heads=2 act=ReLU attn=full
exp011	1.192964	3.9	discard	random nas d=6 width=192 heads=2 act=ReLU attn=windowed
exp012	1.139186	10.8	discard	random nas d=7 width=480 heads=4 act=ReluSquared attn=full
exp013	1.149453	6.8	discard	random nas d=7 width=320 heads=4 act=ReLU attn=full
exp014	1.143914	6.6	discard	random nas d=5 width=384 heads=8 act=ReluSquared attn=full
exp015	1.227615	3.9	discard	random nas d=6 width=192 heads=6 act=ReLU attn=windowed
exp016	1.161945	7.3	discard	random nas d=7 width=320 heads=5 act=SiLU attn=windowed
exp017	1.138950	11.3	discard	random nas d=8 width=448 heads=4 act=ReluSquared attn=full
exp018	1.194510	6.3	discard	random nas d=8 width=224 heads=8 act=SiLU attn=full
exp019	1.191453	11.1	discard	random nas d=8 width=448 heads=8 act=SiLU attn=windowed
exp020	1.144377	8.8	discard	random nas d=6 width=448 heads=8 act=ReluSquared attn=full
exp021	1.184967	7.8	discard	random nas d=8 width=288 heads=8 act=SiLU attn=full
exp022	1.215179	3.5	discard	random nas d=6 width=160 heads=4 act=ReLU attn=full
exp023	1.165712	5.5	discard	random nas d=4 width=416 heads=8 act=ReLU attn=full
exp024	1.142482	5.7	discard	random nas d=5 width=320 heads=4 act=SiLU attn=full
exp025	1.150587	4.8	discard	random nas d=3 width=416 heads=8 act=ReluSquared attn=full
exp026	1.158410	4.1	discard	random nas d=3 width=384 heads=2 act=ReLU attn=full
exp027	1.179701	6.1	discard	random nas d=8 width=224 heads=4 act=ReluSquared attn=windowed
exp028	1.176950	6.2	discard	random nas d=7 width=288 heads=3 act=ReLU attn=windowed
exp029	1.212687	3.8	discard	random nas d=6 width=160 heads=5 act=ReluSquared attn=full
exp030	1.204975	6.5	discard	random nas d=4 width=480 heads=2 act=SiLU attn=windowed
exp031	1.133805	6.7	keep	random nas d=4 width=480 heads=6 act=ReluSquared attn=full
exp032	1.388803	2.2	discard	random nas d=3 width=128 heads=8 act=GELU attn=windowed
exp033	1.155917	4.9	discard	random nas d=3 width=448 heads=8 act=ReluSquared attn=windowed
exp034	1.275339	3.4	discard	random nas d=5 width=160 heads=8 act=SiLU attn=full
exp035	1.197789	4.9	discard	random nas d=3 width=448 heads=2 act=SiLU attn=windowed
exp036	1.163429	3.6	discard	random nas d=3 width=320 heads=5 act=ReLU attn=full
exp037	1.203337	11.9	discard	random nas d=8 width=480 heads=6 act=GELU attn=windowed
exp038	1.190456	5.0	discard	random nas d=7 width=224 heads=4 act=ReLU attn=windowed
exp039	1.250704	2.4	discard	random nas d=3 width=160 heads=4 act=SiLU attn=full
exp040	1.149169	9.8	discard	random nas d=8 width=384 heads=6 act=GELU attn=full
exp041	1.190474	4.2	discard	random nas d=3 width=416 heads=2 act=ReLU attn=full
exp042	1.153038	5.6	discard	random nas d=5 width=352 heads=4 act=ReLU attn=full
exp043	1.178524	3.3	discard	random nas d=4 width=224 heads=2 act=ReLU attn=full
exp044	1.213596	7.0	discard	random nas d=6 width=352 heads=2 act=GELU attn=windowed
exp045	1.146297	12.1	discard	random nas d=8 width=480 heads=3 act=ReluSquared attn=full
exp046	1.228460	4.5	discard	random nas d=7 width=192 heads=8 act=ReLU attn=full
exp047	1.131691	8.1	keep	random nas d=5 width=480 heads=3 act=ReluSquared attn=full
exp048	0.000000	0.0	crash	random nas d=7 width=416 heads=8 act=SiLU attn=windowed
exp049	1.157038	9.2	discard	random nas d=7 width=448 heads=8 act=ReLU attn=full
exp050	1.151196	5.1	discard	random nas d=3 width=512 heads=2 act=ReLU attn=full
exp051	1.207948	3.8	discard	random nas d=5 width=192 heads=6 act=ReluSquared attn=windowed
exp052	1.130139	9.8	keep	random nas d=8 width=384 heads=4 act=ReluSquared attn=full
exp053	1.142335	8.2	discard	random nas d=7 width=352 heads=2 act=SiLU attn=full
exp054	1.165979	6.0	discard	random nas d=6 width=288 heads=6 act=GELU attn=full
exp055	1.144018	8.8	discard	random nas d=7 width=384 heads=4 act=GELU attn=full
exp056	1.192506	3.9	discard	random nas d=5 width=224 heads=4 act=ReLU attn=windowed
exp057	1.220885	5.4	discard	random nas d=8 width=192 heads=6 act=ReluSquared attn=windowed
exp058	1.152047	7.0	discard	random nas d=8 width=288 heads=3 act=ReLU attn=full
exp059	1.171311	9.3	discard	random nas d=8 width=352 heads=8 act=SiLU attn=full
exp060	1.180478	5.6	discard	random nas d=7 width=224 heads=7 act=ReluSquared attn=full
exp061	1.164559	4.9	discard	random nas d=6 width=224 heads=4 act=SiLU attn=full
exp062	1.218615	5.5	discard	random nas d=4 width=448 heads=2 act=ReLU attn=windowed
exp063	1.130525	8.1	discard	random nas d=5 width=480 heads=5 act=ReluSquared attn=full
exp064	1.168249	5.4	discard	random nas d=8 width=192 heads=4 act=ReluSquared attn=full
exp065	1.145651	7.6	discard	random nas d=8 width=320 heads=2 act=ReLU attn=full
