commit	val_bpb	memory_gb	status	description
exp001	3.985275	4.5	keep	random nas d=3 width=512 heads=8 act=GELU attn=full
exp002	3.982776	6.2	keep	random nas d=7 width=320 heads=8 act=GELU attn=windowed
exp003	3.975063	6.6	keep	random nas d=8 width=288 heads=6 act=ReluSquared attn=full
exp004	3.987826	2.5	discard	random nas d=7 width=128 heads=2 act=ReluSquared attn=full
exp005	3.985336	9.6	discard	random nas d=7 width=480 heads=6 act=GELU attn=full
exp006	3.995521	2.2	discard	random nas d=3 width=256 heads=4 act=GELU attn=windowed
exp007	4.017008	1.5	discard	random nas d=3 width=192 heads=8 act=ReLU attn=full
exp008	3.987690	6.1	discard	random nas d=5 width=224 heads=8 act=GELU attn=windowed
exp009	3.994901	4.1	discard	random nas d=4 width=416 heads=2 act=ReLU attn=windowed
exp010	3.986802	2.9	discard	random nas d=6 width=192 heads=8 act=ReLU attn=windowed
exp011	3.977032	4.0	discard	random nas d=7 width=224 heads=2 act=ReLU attn=full
exp012	3.982953	4.5	discard	random nas d=3 width=512 heads=8 act=GELU attn=full
exp013	3.982216	6.2	discard	random nas d=7 width=320 heads=8 act=GELU attn=windowed
exp014	3.974632	6.6	keep	random nas d=8 width=288 heads=6 act=ReluSquared attn=full
exp015	3.989257	2.5	discard	random nas d=7 width=128 heads=2 act=ReluSquared attn=full
exp016	3.985283	9.6	discard	random nas d=7 width=480 heads=6 act=GELU attn=full
exp017	3.994862	2.2	discard	random nas d=3 width=256 heads=4 act=GELU attn=windowed
exp018	4.016845	1.5	discard	random nas d=3 width=192 heads=8 act=ReLU attn=full
exp019	3.988079	6.1	discard	random nas d=5 width=224 heads=8 act=GELU attn=windowed
exp020	3.994431	4.1	discard	random nas d=4 width=416 heads=2 act=ReLU attn=windowed
exp021	3.992299	2.9	discard	random nas d=6 width=192 heads=8 act=ReLU attn=windowed
exp022	3.977014	4.0	discard	random nas d=7 width=224 heads=2 act=ReLU attn=full
exp023	3.979340	8.3	discard	random nas d=7 width=416 heads=4 act=ReluSquared attn=full
exp024	3.982968	10.2	discard	random nas d=8 width=448 heads=8 act=ReluSquared attn=full
exp025	3.974267	3.7	keep	random nas d=8 width=192 heads=3 act=ReLU attn=windowed
exp026	3.974300	5.2	discard	random nas d=8 width=256 heads=4 act=ReLU attn=full
exp027	3.985380	5.9	discard	random nas d=4 width=512 heads=2 act=ReluSquared attn=full
exp028	3.979567	6.8	discard	random nas d=7 width=384 heads=4 act=ReLU attn=full
exp029	3.978003	5.6	discard	random nas d=7 width=288 heads=6 act=SiLU attn=windowed
exp030	3.980843	7.2	discard	random nas d=5 width=512 heads=8 act=SiLU attn=windowed
exp031	4.006330	1.8	discard	random nas d=4 width=160 heads=4 act=GELU attn=full
exp032	3.977152	5.5	discard	random nas d=5 width=384 heads=8 act=SiLU attn=full
exp033	4.018145	1.3	discard	random nas d=3 width=160 heads=2 act=ReLU attn=full
exp034	3.994698	12.2	discard	random nas d=7 width=416 heads=8 act=ReLU attn=windowed
exp035	4.000993	1.8	discard	random nas d=3 width=224 heads=4 act=ReLU attn=full
exp036	3.992772	1.9	discard	random nas d=4 width=192 heads=6 act=ReLU attn=windowed
exp037	3.981801	6.7	discard	random nas d=5 width=480 heads=6 act=SiLU attn=windowed
exp038	3.986094	3.8	discard	random nas d=8 width=160 heads=8 act=ReluSquared attn=full
exp039	3.990753	7.8	discard	random nas d=8 width=352 heads=2 act=GELU attn=windowed
exp040	3.981913	7.0	discard	random nas d=5 width=480 heads=8 act=GELU attn=full
exp041	3.983000	8.4	discard	random nas d=8 width=384 heads=6 act=SiLU attn=windowed
exp042	3.980276	3.3	discard	random nas d=6 width=192 heads=6 act=GELU attn=full
exp043	3.977321	3.3	discard	random nas d=7 width=192 heads=4 act=ReLU attn=windowed
exp044	3.986626	7.6	discard	random nas d=6 width=480 heads=8 act=ReLU attn=full
exp045	3.986615	3.6	discard	random nas d=5 width=288 heads=2 act=ReLU attn=windowed
exp046	3.990878	3.5	discard	random nas d=3 width=416 heads=2 act=ReluSquared attn=full
exp047	3.971892	3.8	keep	random nas d=6 width=224 heads=4 act=ReluSquared attn=full
exp048	3.985742	6.6	discard	random nas d=7 width=352 heads=8 act=ReLU attn=full
exp049	3.982485	7.3	discard	random nas d=6 width=448 heads=2 act=ReluSquared attn=full
exp050	3.978077	3.3	discard	random nas d=7 width=192 heads=2 act=ReLU attn=windowed
exp051	3.984647	2.9	discard	random nas d=4 width=288 heads=3 act=ReLU attn=windowed
exp052	3.979204	3.2	discard	random nas d=7 width=160 heads=2 act=GELU attn=full
exp053	3.986145	9.9	discard	random nas d=7 width=512 heads=4 act=ReluSquared attn=windowed
exp054	3.980869	6.2	discard	random nas d=5 width=480 heads=3 act=ReLU attn=full
exp055	4.000871	8.1	discard	random nas d=7 width=160 heads=8 act=ReLU attn=windowed
exp056	3.995087	1.7	discard	random nas d=3 width=224 heads=2 act=ReLU attn=windowed
exp057	3.998403	2.0	discard	random nas d=3 width=224 heads=8 act=ReluSquared attn=full
exp058	3.991015	10.6	discard	random nas d=6 width=416 heads=8 act=SiLU attn=windowed
exp059	3.983322	9.0	discard	random nas d=7 width=448 heads=8 act=GELU attn=full
exp060	3.980627	3.3	discard	random nas d=3 width=384 heads=4 act=ReluSquared attn=full
exp061	3.988588	2.8	discard	random nas d=3 width=320 heads=8 act=SiLU attn=full
exp062	3.977292	3.3	discard	random nas d=5 width=256 heads=4 act=ReLU attn=full
exp063	3.986100	7.8	discard	random nas d=6 width=512 heads=2 act=ReLU attn=full
exp064	3.984392	9.9	discard	random nas d=8 width=448 heads=7 act=ReluSquared attn=windowed
exp065	3.984714	6.3	discard	random nas d=6 width=384 heads=3 act=ReluSquared attn=windowed
exp066	3.992293	2.8	discard	random nas d=8 width=128 heads=8 act=ReluSquared attn=windowed
exp067	3.980050	6.3	discard	random nas d=6 width=384 heads=2 act=ReluSquared attn=windowed
exp068	3.977715	5.2	discard	random nas d=7 width=288 heads=4 act=ReLU attn=full
exp069	3.978253	5.9	discard	random nas d=6 width=384 heads=4 act=ReLU attn=full
exp070	3.994951	7.2	discard	random nas d=7 width=416 heads=2 act=ReLU attn=full
exp071	3.987982	2.5	discard	random nas d=4 width=224 heads=2 act=SiLU attn=windowed
exp072	3.976844	3.2	discard	random nas d=6 width=192 heads=2 act=SiLU attn=windowed
exp073	3.981041	4.2	discard	random nas d=3 width=480 heads=6 act=ReluSquared attn=full
exp074	3.982032	8.3	discard	random nas d=6 width=480 heads=6 act=GELU attn=full
exp075	3.988677	4.1	discard	random nas d=5 width=320 heads=2 act=ReLU attn=full
exp076	3.986525	3.5	discard	random nas d=4 width=288 heads=8 act=SiLU attn=full
exp077	3.985040	4.2	discard	random nas d=3 width=480 heads=5 act=SiLU attn=full
exp078	4.032040	1.1	discard	random nas d=3 width=128 heads=8 act=GELU attn=windowed
exp079	3.980664	4.9	discard	random nas d=5 width=384 heads=2 act=ReLU attn=full
exp080	3.983754	10.2	discard	random nas d=8 width=448 heads=4 act=SiLU attn=full
exp081	3.981321	4.2	discard	random nas d=4 width=384 heads=4 act=GELU attn=windowed
exp082	3.982150	4.8	discard	random nas d=5 width=352 heads=8 act=ReLU attn=full
exp083	3.987935	9.7	discard	random nas d=8 width=448 heads=2 act=GELU attn=full
exp084	3.980637	2.9	discard	random nas d=7 width=160 heads=4 act=ReLU attn=full
exp085	3.994685	9.2	discard	random nas d=8 width=416 heads=4 act=GELU attn=windowed
exp086	3.977423	2.7	discard	random nas d=6 width=160 heads=4 act=ReluSquared attn=full
exp087	3.980861	8.8	discard	random nas d=6 width=512 heads=8 act=SiLU attn=full
exp088	3.985718	2.7	discard	random nas d=5 width=192 heads=6 act=GELU attn=full
exp089	3.995474	5.5	discard	random nas d=4 width=224 heads=8 act=SiLU attn=windowed
exp090	3.992279	2.9	discard	random nas d=6 width=160 heads=8 act=SiLU attn=full
exp091	3.979862	5.5	discard	random nas d=4 width=480 heads=5 act=GELU attn=full
exp092	3.975802	4.9	discard	random nas d=6 width=288 heads=6 act=SiLU attn=full
exp093	3.989719	4.2	discard	random nas d=4 width=384 heads=2 act=SiLU attn=windowed
exp094	3.988111	7.8	discard	random nas d=7 width=448 heads=7 act=ReLU attn=windowed
exp095	3.993387	9.3	discard	random nas d=7 width=480 heads=4 act=SiLU attn=windowed
