commit	val_bpb	memory_gb	status	description
exp001	0.599559	6.4	keep	random nas d=6 width=384 heads=4 act=GELU attn=windowed
exp002	0.602579	2.3	discard	random nas d=5 width=160 heads=5 act=ReluSquared attn=full
exp003	0.599416	3.8	keep	random nas d=5 width=288 heads=6 act=ReLU attn=full
exp004	0.601778	7.5	discard	random nas d=8 width=384 heads=6 act=ReLU attn=windowed
exp005	0.605969	4.8	discard	random nas d=6 width=288 heads=2 act=GELU attn=windowed
exp006	0.598402	5.2	keep	random nas d=5 width=352 heads=8 act=GELU attn=full
exp007	0.602705	6.3	discard	random nas d=8 width=288 heads=3 act=ReluSquared attn=windowed
exp008	0.631326	2.0	discard	random nas d=3 width=224 heads=2 act=ReluSquared attn=full
exp009	0.612439	1.8	discard	random nas d=4 width=160 heads=5 act=ReluSquared attn=windowed
exp010	0.608510	11.0	discard	random nas d=8 width=480 heads=4 act=ReluSquared attn=full
exp011	0.637813	1.1	discard	random nas d=3 width=128 heads=4 act=GELU attn=full
exp012	0.623430	9.1	discard	random nas d=8 width=416 heads=2 act=GELU attn=windowed
exp013	0.610414	8.7	discard	random nas d=7 width=448 heads=4 act=ReluSquared attn=windowed
exp014	0.595506	2.8	keep	random nas d=6 width=192 heads=4 act=ReLU attn=windowed
exp015	0.605707	5.0	discard	random nas d=7 width=288 heads=2 act=ReLU attn=windowed
exp016	0.623526	2.8	discard	random nas d=3 width=352 heads=2 act=ReLU attn=full
exp017	0.612944	3.0	discard	random nas d=3 width=352 heads=4 act=SiLU attn=windowed
exp018	0.633502	3.7	discard	random nas d=3 width=448 heads=2 act=ReluSquared attn=windowed
exp019	0.598397	5.8	discard	random nas d=7 width=288 heads=3 act=ReluSquared attn=full
exp020	0.599651	6.5	discard	random nas d=8 width=320 heads=4 act=ReLU attn=full
exp021	0.598836	2.4	discard	random nas d=6 width=160 heads=5 act=ReLU attn=windowed
exp022	0.600777	2.9	discard	random nas d=5 width=224 heads=4 act=ReLU attn=full
exp023	0.598359	3.2	discard	random nas d=5 width=224 heads=7 act=GELU attn=full
exp024	0.613063	2.5	discard	random nas d=4 width=224 heads=2 act=SiLU attn=windowed
exp025	0.595915	3.2	discard	random nas d=7 width=160 heads=5 act=SiLU attn=full
exp026	0.606766	5.4	discard	random nas d=4 width=480 heads=4 act=ReluSquared attn=windowed
exp027	0.613564	9.6	discard	random nas d=7 width=480 heads=2 act=GELU attn=full
exp028	0.615500	2.0	discard	random nas d=3 width=224 heads=4 act=SiLU attn=full
exp029	0.623893	1.4	discard	random nas d=3 width=192 heads=3 act=ReLU attn=windowed
exp030	0.597051	4.5	discard	random nas d=5 width=320 heads=5 act=GELU attn=windowed
exp031	0.593441	4.9	keep	random nas d=7 width=256 heads=8 act=SiLU attn=windowed
exp032	0.603249	8.5	discard	random nas d=6 width=512 heads=8 act=ReluSquared attn=windowed
exp033	0.622775	10.6	discard	random nas d=8 width=480 heads=2 act=ReluSquared attn=windowed
exp034	0.607160	2.5	discard	random nas d=7 width=128 heads=8 act=SiLU attn=windowed
exp035	0.605197	8.0	discard	random nas d=6 width=480 heads=5 act=ReluSquared attn=windowed
exp036	0.618426	5.7	discard	random nas d=5 width=416 heads=2 act=GELU attn=windowed
exp037	0.612814	9.3	discard	random nas d=7 width=480 heads=3 act=ReluSquared attn=windowed
exp038	0.600902	4.5	discard	random nas d=3 width=512 heads=8 act=SiLU attn=full
exp039	0.603071	5.6	discard	random nas d=5 width=448 heads=7 act=ReLU attn=windowed
exp040	0.598753	7.3	discard	random nas d=5 width=512 heads=4 act=GELU attn=full
exp041	0.609269	5.9	discard	random nas d=6 width=352 heads=2 act=ReluSquared attn=windowed
exp042	0.611018	11.3	discard	random nas d=8 width=512 heads=4 act=SiLU attn=windowed
exp043	0.605601	2.2	discard	random nas d=5 width=160 heads=4 act=ReluSquared attn=windowed
exp044	0.611138	6.1	discard	random nas d=5 width=448 heads=2 act=SiLU attn=full
exp045	0.606777	7.4	discard	random nas d=6 width=480 heads=4 act=ReLU attn=full
exp046	0.604068	2.2	discard	random nas d=4 width=192 heads=4 act=GELU attn=full
exp047	0.624287	1.4	discard	random nas d=3 width=160 heads=4 act=SiLU attn=windowed
exp048	0.594194	3.5	discard	random nas d=4 width=320 heads=4 act=GELU attn=windowed
exp049	0.610305	9.4	discard	random nas d=7 width=416 heads=8 act=ReLU attn=windowed
exp050	0.613039	4.2	discard	random nas d=3 width=480 heads=3 act=GELU attn=full
exp051	0.602196	7.7	discard	random nas d=6 width=448 heads=7 act=GELU attn=full
exp052	0.631619	3.5	discard	random nas d=3 width=416 heads=2 act=SiLU attn=windowed
exp053	0.616022	3.4	discard	random nas d=3 width=448 heads=4 act=ReLU attn=windowed
exp054	0.598995	4.5	discard	random nas d=6 width=288 heads=4 act=ReLU attn=full
exp055	0.598020	6.5	discard	random nas d=6 width=384 heads=6 act=ReluSquared attn=full
exp056	0.601992	5.6	discard	random nas d=5 width=448 heads=8 act=ReLU attn=windowed
exp057	0.591885	3.8	keep	random nas d=7 width=192 heads=4 act=SiLU attn=full
exp058	0.600138	4.2	discard	random nas d=4 width=352 heads=8 act=SiLU attn=full
exp059	0.627856	1.4	discard	random nas d=3 width=160 heads=5 act=GELU attn=windowed
exp060	0.615757	3.7	discard	random nas d=3 width=352 heads=8 act=ReLU attn=windowed
exp061	0.611563	2.9	discard	random nas d=3 width=384 heads=8 act=ReLU attn=windowed
exp062	0.613146	6.8	discard	random nas d=6 width=416 heads=2 act=GELU attn=full
exp063	0.607821	4.0	discard	random nas d=5 width=288 heads=2 act=SiLU attn=windowed
exp064	0.598681	2.8	discard	random nas d=5 width=192 heads=8 act=SiLU attn=full
exp065	0.596089	2.7	discard	random nas d=5 width=192 heads=6 act=SiLU attn=windowed
exp066	0.607820	11.1	discard	random nas d=8 width=480 heads=8 act=SiLU attn=full
exp067	0.607529	3.1	discard	random nas d=7 width=160 heads=2 act=ReluSquared attn=windowed
exp068	0.611750	1.8	discard	random nas d=4 width=160 heads=4 act=ReluSquared attn=windowed
exp069	0.594946	8.4	discard	random nas d=6 width=480 heads=8 act=SiLU attn=full
exp070	0.603289	6.6	discard	random nas d=8 width=288 heads=2 act=ReluSquared attn=full
exp071	0.600915	3.2	discard	random nas d=4 width=288 heads=6 act=GELU attn=windowed
exp072	0.608413	1.8	discard	random nas d=5 width=128 heads=2 act=GELU attn=full
exp073	0.613195	2.8	discard	random nas d=8 width=128 heads=8 act=ReluSquared attn=windowed
exp074	0.600332	7.3	discard	random nas d=5 width=512 heads=2 act=SiLU attn=full
exp075	0.598497	5.9	discard	random nas d=8 width=288 heads=6 act=ReLU attn=full
exp076	0.610811	4.9	discard	random nas d=3 width=480 heads=8 act=ReluSquared attn=windowed
exp077	0.606604	6.7	discard	random nas d=5 width=480 heads=4 act=SiLU attn=windowed
exp078	0.595628	5.6	discard	random nas d=8 width=256 heads=4 act=ReluSquared attn=windowed
exp079	0.598030	5.4	discard	random nas d=5 width=384 heads=8 act=ReluSquared attn=windowed
exp080	0.601268	8.4	discard	random nas d=8 width=384 heads=4 act=GELU attn=windowed
exp081	0.601983	3.4	discard	random nas d=7 width=160 heads=8 act=SiLU attn=full
exp082	0.608691	2.9	discard	random nas d=4 width=288 heads=3 act=ReLU attn=windowed
exp083	0.597195	6.4	discard	random nas d=7 width=320 heads=4 act=GELU attn=full
exp084	0.591442	4.3	keep	random nas d=8 width=192 heads=3 act=SiLU attn=full
exp085	0.600245	3.7	discard	random nas d=7 width=192 heads=8 act=ReluSquared attn=windowed
exp086	0.594635	3.2	discard	random nas d=6 width=192 heads=3 act=GELU attn=windowed
exp087	0.605402	6.2	discard	random nas d=5 width=448 heads=4 act=SiLU attn=windowed
exp088	0.599078	4.7	discard	random nas d=7 width=224 heads=8 act=ReluSquared attn=full
exp089	0.599436	6.3	discard	random nas d=7 width=320 heads=2 act=SiLU attn=full
exp090	0.610641	4.0	discard	random nas d=4 width=352 heads=2 act=GELU attn=full
exp091	0.596870	2.7	discard	random nas d=5 width=192 heads=4 act=GELU attn=windowed
exp092	0.595763	5.8	discard	random nas d=7 width=288 heads=6 act=GELU attn=full
exp093	0.605976	5.4	discard	random nas d=4 width=480 heads=5 act=SiLU attn=windowed
exp094	0.597765	5.9	discard	random nas d=6 width=352 heads=4 act=SiLU attn=windowed
exp095	0.605767	3.8	discard	random nas d=8 width=160 heads=8 act=ReluSquared attn=full
exp096	0.610973	9.3	discard	random nas d=7 width=480 heads=4 act=ReluSquared attn=windowed
exp097	0.604950	6.4	discard	random nas d=5 width=480 heads=8 act=ReLU attn=full
exp098	0.600374	7.2	discard	random nas d=8 width=352 heads=4 act=ReLU attn=full
exp099	0.595900	5.1	discard	random nas d=8 width=224 heads=2 act=GELU attn=full
exp100	0.593069	4.5	discard	random nas d=7 width=224 heads=4 act=SiLU attn=full
