commit	val_bpb	memory_gb	status	description
exp001	1.161122	7.5	keep	random nas d=6 width=384 heads=4 act=GELU attn=windowed
exp002	1.217445	3.3	discard	random nas d=5 width=160 heads=5 act=ReluSquared attn=full
exp003	1.177124	4.8	discard	random nas d=5 width=288 heads=6 act=ReLU attn=full
exp004	1.184555	8.7	discard	random nas d=8 width=384 heads=6 act=ReLU attn=windowed
exp005	1.218528	5.9	discard	random nas d=6 width=288 heads=2 act=GELU attn=windowed
exp006	1.179586	6.3	discard	random nas d=5 width=352 heads=8 act=GELU attn=full
exp007	1.167512	7.5	discard	random nas d=8 width=288 heads=3 act=ReluSquared attn=windowed
exp008	1.184688	3.0	discard	random nas d=3 width=224 heads=2 act=ReluSquared attn=full
exp009	1.244386	2.9	discard	random nas d=4 width=160 heads=5 act=ReluSquared attn=windowed
exp010	1.147280	12.1	keep	random nas d=8 width=480 heads=4 act=ReluSquared attn=full
exp011	1.307201	2.1	discard	random nas d=3 width=128 heads=4 act=GELU attn=full
exp012	1.245781	10.3	discard	random nas d=8 width=416 heads=2 act=GELU attn=windowed
exp013	1.227203	9.9	discard	random nas d=7 width=448 heads=4 act=ReluSquared attn=windowed
exp014	1.203655	3.9	discard	random nas d=6 width=192 heads=4 act=ReLU attn=windowed
exp015	1.230979	6.2	discard	random nas d=7 width=288 heads=2 act=ReLU attn=windowed
exp016	1.161553	3.8	discard	random nas d=3 width=352 heads=2 act=ReLU attn=full
exp017	1.171331	4.1	discard	random nas d=3 width=352 heads=4 act=SiLU attn=windowed
exp018	1.190232	4.9	discard	random nas d=3 width=448 heads=2 act=ReluSquared attn=windowed
exp019	1.132180	6.9	keep	random nas d=7 width=288 heads=3 act=ReluSquared attn=full
exp020	1.151466	7.6	discard	random nas d=8 width=320 heads=4 act=ReLU attn=full
exp021	1.240730	3.5	discard	random nas d=6 width=160 heads=5 act=ReLU attn=windowed
exp022	1.179503	3.9	discard	random nas d=5 width=224 heads=4 act=ReLU attn=full
exp023	1.195847	4.3	discard	random nas d=5 width=224 heads=7 act=GELU attn=full
exp024	1.217700	3.6	discard	random nas d=4 width=224 heads=2 act=SiLU attn=windowed
exp025	1.201292	4.2	discard	random nas d=7 width=160 heads=5 act=SiLU attn=full
exp026	1.204370	6.5	discard	random nas d=4 width=480 heads=4 act=ReluSquared attn=windowed
exp027	1.157640	10.8	discard	random nas d=7 width=480 heads=2 act=GELU attn=full
exp028	1.192348	3.0	discard	random nas d=3 width=224 heads=4 act=SiLU attn=full
exp029	1.219166	2.5	discard	random nas d=3 width=192 heads=3 act=ReLU attn=windowed
exp030	1.159933	5.6	discard	random nas d=5 width=320 heads=5 act=GELU attn=windowed
exp031	1.205706	6.1	discard	random nas d=7 width=256 heads=8 act=SiLU attn=windowed
exp032	1.160702	9.7	discard	random nas d=6 width=512 heads=8 act=ReluSquared attn=windowed
exp033	1.233384	11.9	discard	random nas d=8 width=480 heads=2 act=ReluSquared attn=windowed
exp034	1.354665	3.6	discard	random nas d=7 width=128 heads=8 act=SiLU attn=windowed
exp035	1.166294	9.2	discard	random nas d=6 width=480 heads=5 act=ReluSquared attn=windowed
exp036	1.210063	6.9	discard	random nas d=5 width=416 heads=2 act=GELU attn=windowed
exp037	1.228977	10.6	discard	random nas d=7 width=480 heads=3 act=ReluSquared attn=windowed
exp038	1.136967	5.6	discard	random nas d=3 width=512 heads=8 act=SiLU attn=full
exp039	1.160050	6.8	discard	random nas d=5 width=448 heads=7 act=ReLU attn=windowed
exp040	1.138820	8.5	discard	random nas d=5 width=512 heads=4 act=GELU attn=full
exp041	1.199589	7.0	discard	random nas d=6 width=352 heads=2 act=ReluSquared attn=windowed
exp042	1.248602	12.5	discard	random nas d=8 width=512 heads=4 act=SiLU attn=windowed
exp043	1.218659	3.3	discard	random nas d=5 width=160 heads=4 act=ReluSquared attn=windowed
exp044	1.187283	7.3	discard	random nas d=5 width=448 heads=2 act=SiLU attn=full
exp045	1.149321	8.5	discard	random nas d=6 width=480 heads=4 act=ReLU attn=full
exp046	1.197726	3.2	discard	random nas d=4 width=192 heads=4 act=GELU attn=full
exp047	1.253810	2.4	discard	random nas d=3 width=160 heads=4 act=SiLU attn=windowed
exp048	1.172512	4.7	discard	random nas d=4 width=320 heads=4 act=GELU attn=windowed
exp049	0.000000	0.0	crash	random nas d=7 width=416 heads=8 act=ReLU attn=windowed
exp050	1.143225	5.3	discard	random nas d=3 width=480 heads=3 act=GELU attn=full
exp051	1.146442	8.8	discard	random nas d=6 width=448 heads=7 act=GELU attn=full
exp052	1.206888	4.6	discard	random nas d=3 width=416 heads=2 act=SiLU attn=windowed
exp053	1.198798	4.5	discard	random nas d=3 width=448 heads=4 act=ReLU attn=windowed
exp054	1.159365	5.5	discard	random nas d=6 width=288 heads=4 act=ReLU attn=full
exp055	1.130575	7.7	keep	random nas d=6 width=384 heads=6 act=ReluSquared attn=full
exp056	1.171106	6.8	discard	random nas d=5 width=448 heads=8 act=ReLU attn=windowed
exp057	1.179691	4.9	discard	random nas d=7 width=192 heads=4 act=SiLU attn=full
exp058	1.165345	5.2	discard	random nas d=4 width=352 heads=8 act=SiLU attn=full
exp059	1.271192	2.4	discard	random nas d=3 width=160 heads=5 act=GELU attn=windowed
exp060	1.227557	13.4	discard	random nas d=3 width=352 heads=8 act=ReLU attn=windowed
exp061	1.175766	4.0	discard	random nas d=3 width=384 heads=8 act=ReLU attn=windowed
exp062	1.199507	7.9	discard	random nas d=6 width=416 heads=2 act=GELU attn=full
exp063	1.200876	5.2	discard	random nas d=5 width=288 heads=2 act=SiLU attn=windowed
exp064	1.229168	3.8	discard	random nas d=5 width=192 heads=8 act=SiLU attn=full
exp065	1.215140	3.8	discard	random nas d=5 width=192 heads=6 act=SiLU attn=windowed
exp066	1.169508	12.3	discard	random nas d=8 width=480 heads=8 act=SiLU attn=full
exp067	1.197678	4.2	discard	random nas d=7 width=160 heads=2 act=ReluSquared attn=windowed
exp068	1.234371	2.9	discard	random nas d=4 width=160 heads=4 act=ReluSquared attn=windowed
exp069	1.160074	9.5	discard	random nas d=6 width=480 heads=8 act=SiLU attn=full
exp070	1.140278	7.6	discard	random nas d=8 width=288 heads=2 act=ReluSquared attn=full
exp071	1.182743	4.3	discard	random nas d=4 width=288 heads=6 act=GELU attn=windowed
exp072	1.232054	2.9	discard	random nas d=5 width=128 heads=2 act=GELU attn=full
exp073	1.355051	4.0	discard	random nas d=8 width=128 heads=8 act=ReluSquared attn=windowed
exp074	1.140276	8.5	discard	random nas d=5 width=512 heads=2 act=SiLU attn=full
exp075	1.166966	7.0	discard	random nas d=8 width=288 heads=6 act=ReLU attn=full
exp076	1.186118	14.1	discard	random nas d=3 width=480 heads=8 act=ReluSquared attn=windowed
exp077	1.216455	7.9	discard	random nas d=5 width=480 heads=4 act=SiLU attn=windowed
exp078	1.156465	6.8	discard	random nas d=8 width=256 heads=4 act=ReluSquared attn=windowed
exp079	1.163117	6.5	discard	random nas d=5 width=384 heads=8 act=ReluSquared attn=windowed
exp080	1.177896	9.6	discard	random nas d=8 width=384 heads=4 act=GELU attn=windowed
exp081	1.256910	4.4	discard	random nas d=7 width=160 heads=8 act=SiLU attn=full
exp082	1.183454	4.0	discard	random nas d=4 width=288 heads=3 act=ReLU attn=windowed
exp083	1.146199	7.5	discard	random nas d=7 width=320 heads=4 act=GELU attn=full
exp084	1.160686	5.4	discard	random nas d=8 width=192 heads=3 act=SiLU attn=full
exp085	1.252427	4.9	discard	random nas d=7 width=192 heads=8 act=ReluSquared attn=windowed
exp086	1.187510	4.3	discard	random nas d=6 width=192 heads=3 act=GELU attn=windowed
exp087	1.204865	7.4	discard	random nas d=5 width=448 heads=4 act=SiLU attn=windowed
