commit	val_bpb	memory_gb	status	description
exp001	3.976672	5.3	keep	baseline
exp002	3.974810	5.3	keep	add 3% LR warmup
exp003	3.975443	5.3	discard	increase LR warmup to 5%
exp004	3.973011	5.3	keep	reduce Muon weight decay to 0.15 after 3% warmup keep
exp005	3.969158	5.3	keep	reduce Muon weight decay to 0.12 after 3% warmup keep
exp006	3.969585	5.3	discard	reduce Muon weight decay to 0.10 after 3% warmup keep
exp007	3.968750	5.3	keep	increase Muon weight decay slightly to 0.13 after 3% warmup keep
exp008	3.970378	5.3	discard	increase Muon weight decay slightly to 0.14 after 3% warmup
exp009	3.973499	5.3	discard	shorten LR warmdown from 50% to 40% while keeping 3% warmup and Muon weight decay 0.13
exp010	3.971085	5.3	discard	reduce LR warmup from 3% to 2% while keeping Muon weight decay 0.13
exp011	3.970316	5.3	discard	reduce matrix LR to 0.035 while keeping 3% warmup, 50% warmdown, and Muon weight decay 0.13
exp012	3.969843	5.3	discard	increase matrix LR to 0.045 while keeping 3% warmup, 50% warmdown, and Muon weight decay 0.13
exp013	3.969512	5.3	discard	lengthen LR warmdown from 50% to 60% while keeping 3% warmup and Muon weight decay 0.13
exp014	3.973575	5.3	discard	increase initial Muon momentum from 0.85 to 0.90 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and Muon weight decay 0.13
exp015	3.969313	5.3	discard	lower initial Muon momentum from 0.85 to 0.80 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and Muon weight decay 0.13
exp016	3.969542	5.3	discard	increase Muon beta2 from 0.95 to 0.97 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and Muon weight decay 0.13
exp017	3.970675	5.3	discard	set LR decay floor to 10% while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and Muon weight decay 0.13
exp018	3.969091	5.3	discard	increase AdamW beta2 from 0.95 to 0.97 for embedding, unembedding, and scalar groups while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and Muon weight decay 0.13
exp019	3.972460	5.3	discard	lower AdamW beta1 from 0.8 to 0.75 for embedding, unembedding, value-embed, and residual scalar groups while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and Muon weight decay 0.13
exp020	3.989355	5.3	discard	double total batch size to 131072 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, Muon weight decay 0.13, and AdamW betas 0.8/0.95
exp021	3.968935	5.3	discard	lower AdamW beta2 from 0.95 to 0.93 for embedding, unembedding, value-embed, and residual scalar groups while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and Muon weight decay 0.13
exp022	3.974571	5.3	discard	lower Muon beta2 from 0.95 to 0.93 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, Muon weight decay 0.13, and AdamW betas 0.8/0.95
exp023	3.970205	5.3	discard	increase Muon weight decay slightly to 0.14 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and AdamW betas 0.8/0.95
exp024	3.969306	5.3	discard	lower embedding and value-embed AdamW LR from 0.6 to 0.5 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, Muon weight decay 0.13, and AdamW betas 0.8/0.95
exp025	3.970456	5.3	discard	increase AdamW beta1 from 0.8 to 0.85 for embedding, unembedding, value-embed, and residual scalar groups while keeping 3% warmup, 50% warmdown, matrix LR 0.04, and Muon weight decay 0.13
exp026	3.970192	5.3	discard	increase embedding and value-embed AdamW LR from 0.6 to 0.7 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, Muon weight decay 0.13, and AdamW betas 0.8/0.95
exp027	3.969683	5.3	discard	increase unembedding AdamW LR from 0.004 to 0.006 while keeping 3% warmup, 50% warmdown, matrix LR 0.04, Muon weight decay 0.13, embedding LR 0.6, and AdamW betas 0.8/0.95
