commit	val_bpb	memory_gb	status	description
exp001	0.596189	5.3	keep	baseline
exp002	0.595296	5.4	keep	parameter-matched SwiGLU gated MLP
exp003	0.594463	5.6	keep	full attention across all layers for short SMILES context
exp004	0.593405	5.7	keep	value embeddings in every layer
exp005	0.594233	5.3	discard	multi-query attention with shared KV head
exp006	0.593027	6.1	keep	deeper narrower 8x256 full-attention stack with value embeds
exp007	0.593517	7.6	discard	deeper same-width 10x256 full-attention stack with value embeds
exp008	0.595616	6.1	discard	smaller 32-dim heads for 8-head full attention on 8x256 value-embed stack
exp009	0.592086	6.5	keep	wider SwiGLU MLP on 8x256 full-attention value-embed stack
exp010	0.593707	6.2	discard	grouped-query attention with half-width KV heads on the 8x256 SwiGLU stack
exp011	0.592405	6.5	discard	full-width hidden-state gate for value embeddings
exp012	0.591894	6.5	keep	64-channel value-embedding gate on exp009 full-attention SwiGLU stack
exp013	0.591766	6.5	keep	128-channel value-embedding gate on exp012 full-attention SwiGLU stack
exp014	2.498767	6.5	discard	tied input/output embeddings on exp013 full-attention value-embed stack
exp015	0.593422	6.5	discard	GEGLU gated MLP on exp013 full-attention value-embed stack
exp016	0.592279	6.5	discard	192-channel value-embedding gate on exp013 full-attention SwiGLU stack
exp017	0.592877	6.8	discard	bottleneck full-hidden-state value-embedding gate on exp013 full-attention SwiGLU stack
exp018	0.595364	7.2	discard	wider shallower 7x320 full-attention value-embed SwiGLU stack
exp019	0.593422	6.2	discard	grouped-query attention with 2 KV heads on exp013 full-attention value-embed SwiGLU stack
exp020	0.591590	7.3	keep	9-layer 256-wide full-attention value-embed SwiGLU stack
exp021	0.593616	7.3	discard	RMS-normalize value embeddings before per-head gating on the 9-layer full-attention stack
exp022	0.593277	7.1	discard	deeper narrower 10x224 full-attention value-embed SwiGLU stack
exp023	2.601280	7.3	discard	tied token embedding and unembedding weights on the 9-layer full-attention value-embed SwiGLU stack
exp024	0.593918	8.0	discard	wider SwiGLU expansion (ffn_mult 7) on the 9-layer 256-wide full-attention value-embed stack
exp025	0.592719	7.2	discard	3 short-window lower layers, 6 full-attention upper layers on the 9-layer 256-wide value-embed SwiGLU stack
exp026	0.597844	7.3	discard	8-layer 288-wide full-attention value-embed SwiGLU stack
exp027	0.594525	7.2	discard	upper-half value embeddings on the 9-layer 256-wide full-attention SwiGLU stack
exp028	0.595517	7.3	discard	two 128-dim attention heads on the 9-layer 256-wide full-attention value-embed SwiGLU stack
exp029	0.594141	6.8	discard	reduced SwiGLU expansion to ffn_mult 5 on the 9-layer 256-wide full-attention value-embed stack
exp030	0.592304	7.0	discard	shared value-embedding table reused across all 9 layers on the 9-layer 256-wide full-attention SwiGLU stack
exp031	0.591916	7.2	discard	lower two-thirds value embeddings on the 9-layer 256-wide full-attention SwiGLU stack
exp032	0.595921	6.7	discard	parallel residual block on the 9-layer 256-wide full-attention value-embed SwiGLU stack
exp033	0.591701	7.9	discard	learned per-layer attention and MLP residual scales on the 9-layer 256-wide full-attention value-embed SwiGLU stack
exp034	0.594635	7.3	discard	eight 32-dim attention heads on the 9-layer 256-wide full-attention value-embed SwiGLU stack
exp035	0.594379	7.3	discard	disable top-layer value embeddings on the 9-layer 256-wide full-attention SwiGLU stack
exp036	0.591613	7.3	discard	learned affine RMSNorm on embedding, block, and final hidden states
exp037	0.591719	7.3	discard	single short-window bottom layer with full upper layers on the 9-layer 256-wide value-embed SwiGLU stack
exp038	0.592609	7.2	discard	alternating-layer value embeddings on the 9-layer 256-wide full-attention SwiGLU stack
exp039	0.591344	7.3	keep	depth-decayed input-skip initialization on the 9-layer 256-wide full-attention value-embed SwiGLU stack
exp040	0.000000	0.0	crash	steeper geometric input-skip initialization on the 9-layer 256-wide full-attention value-embed SwiGLU stack
exp041	0.591844	7.3	discard	restore full KV heads on the exp039 depth-decayed input-skip stack
exp042	0.591414	7.3	discard	complementary residual initialization paired with the exp039 depth-decayed input-skip stack
exp043	0.592934	7.3	discard	quadratically tapered input-skip initialization on the exp039 9-layer 256-wide full-attention value-embed SwiGLU stack
exp044	0.593072	7.3	discard	limit exp039 depth-decayed input-skip pathway to lower two-thirds of layers
exp045	0.591952	7.4	discard	learned final token-embedding skip before output norm on the exp039 9-layer 256-wide full-attention value-embed SwiGLU stack
exp046	0.592039	7.3	discard	front-loaded plateau-decay input-skip initialization on the exp039 9-layer 256-wide full-attention value-embed SwiGLU stack
exp047	0.591485	7.4	discard	post-block depth-decayed input-skip merge on the exp039 9-layer 256-wide full-attention value-embed SwiGLU stack
exp048	0.594892	7.3	discard	attention-only depth-decayed input skip on the exp039 9-layer 256-wide full-attention value-embed SwiGLU stack
exp049	0.594362	7.3	discard	depth-decayed value-embedding injection on the exp039 9-layer 256-wide full-attention input-skip stack
exp050	2.395655	7.3	discard	tie input and output embeddings on the exp039 9-layer 256-wide full-attention value-embed input-skip stack
exp051	0.583934	7.3	keep	swap SwiGLU for parameter-matched GeGLU gated MLP on the exp039 full-attention value-embed input-skip stack
exp052	0.588574	9.1	discard	full-width GeGLU expansion on the exp051 full-attention value-embed input-skip stack
exp053	0.597144	7.6	discard	10-layer 240-wide 5-head GeGLU depth-width rebalance on the exp051 full-attention value-embed input-skip stack
exp054	0.586521	8.2	discard	moderately widen GeGLU hidden expansion to 5x model width on the exp051 full-attention value-embed input-skip stack
exp055	0.594521	7.0	discard	grouped-query attention with 2 KV heads on the exp051 full-attention value-embed input-skip GeGLU stack
exp056	0.593001	7.3	discard	per-channel input-skip gates on the exp051 full-attention value-embed input-skip GeGLU stack
exp057	0.599799	7.3	discard	8-layer 288-wide 4-head depth-width rebalance on the exp051 full-attention value-embed input-skip GeGLU stack
exp058	0.595217	7.3	discard	increase head count to 8 at fixed 256 width on the exp051 full-attention value-embed input-skip GeGLU stack
exp059	0.591728	7.9	discard	learned per-layer attention and MLP residual scales on the exp051 full-attention value-embed input-skip GeGLU stack
exp060	0.596098	7.3	discard	RMS-normalize value embeddings before gated attention injection on the exp051 full-attention value-embed input-skip GeGLU stack
exp061	0.593119	7.2	discard	two lower half-window attention layers on the exp051 GeGLU value-embed input-skip stack
exp062	0.592339	7.3	discard	affine RMSNorm on embedding, block, and final streams atop exp051 GeGLU input-skip stack
exp063	0.585221	7.2	discard	lower two-thirds value embeddings on the exp051 full-attention GeGLU input-skip stack
exp064	0.593676	7.2	discard	upper two-thirds value embeddings on the exp051 full-attention GeGLU input-skip stack
exp065	0.593831	7.0	discard	share one value-embedding table across all layers on the exp051 full-attention GeGLU input-skip stack
exp066	0.592715	7.2	discard	restrict value embeddings to the lower half of the exp051 full-attention GeGLU input-skip stack
exp067	0.593261	7.3	discard	steepen depth-decayed input-skip initialization on the exp051 full-attention GeGLU value-embed stack
exp068	0.586461	7.7	discard	intermediate 4.5x GeGLU hidden expansion on the exp051 full-attention value-embed input-skip stack
exp069	0.593067	7.2	discard	alternate half-window and full attention layers on the exp051 GeGLU value-embed input-skip stack
exp070	0.597177	6.7	discard	parallel attention and GeGLU residual branches on the exp051 full-attention value-embed input-skip stack
exp071	0.592772	7.6	discard	per-channel gating for value-embedding injection on the exp051 full-attention GeGLU input-skip stack
exp072	0.585775	7.4	discard	depth-taper GeGLU FFN expansion: 7x lower layers, 6x middle, 5x upper on the exp051 full-attention value-embed input-skip stack
exp073	0.595544	7.3	discard	mixed local-global attention heads: half global and half 128-token local windows on the exp051 GeGLU value-embed input-skip stack
exp074	0.596784	7.2	discard	7-layer 320-wide 5-head GeGLU depth-width rebalance on the exp051 full-attention value-embed input-skip stack
exp075	0.591728	6.5	discard	8-layer 256-wide full-attention GeGLU value-embed input-skip stack
exp076	0.596813	7.3	discard	learned per-layer attention temperature on the exp051 full-attention GeGLU value-embed input-skip stack
exp077	0.591076	7.3	discard	flatter higher-floor input-skip initialization on the exp051 full-attention GeGLU value-embed stack
exp078	0.584966	7.2	discard	remove value embeddings from only the top two blocks on the exp051 full-attention GeGLU input-skip stack
exp079	0.584724	7.3	discard	remove value embeddings from only the final block on the exp051 full-attention GeGLU input-skip stack
exp080	0.596480	7.3	discard	2-head full-attention GeGLU value-embed input-skip stack at fixed 9-layer 256 width on the exp051 baseline
exp081	0.593376	7.3	discard	depth-decay value-embedding strength from lower to upper blocks on the exp051 full-attention GeGLU input-skip stack
exp082	0.594421	7.3	discard	learnable per-layer value-embedding scales with final block initialized off on the exp051 full-attention GeGLU input-skip stack
