commit	val_bpb	memory_gb	status	description
exp001	3.993808	2.1	keep	random nas d=4 width=192 heads=3 act=SiLU attn=windowed
exp002	3.978332	6.5	keep	random nas d=6 width=384 heads=2 act=GELU attn=full
exp003	3.992379	2.8	discard	random nas d=3 width=320 heads=2 act=GELU attn=full
exp004	3.979287	5.2	discard	random nas d=5 width=352 heads=8 act=SiLU attn=full
exp005	3.983273	6.4	discard	random nas d=5 width=480 heads=8 act=ReLU attn=full
exp006	3.994435	7.1	discard	random nas d=6 width=480 heads=2 act=ReLU attn=windowed
exp007	3.991988	3.1	discard	random nas d=3 width=352 heads=2 act=GELU attn=full
exp008	4.022063	1.5	discard	random nas d=3 width=160 heads=8 act=ReluSquared attn=full
exp009	4.005773	1.8	discard	random nas d=5 width=128 heads=2 act=GELU attn=full
exp010	3.989107	10.4	discard	random nas d=8 width=512 heads=2 act=ReLU attn=full
exp011	3.981351	2.8	discard	random nas d=6 width=192 heads=2 act=ReLU attn=windowed
exp012	3.979058	9.6	discard	random nas d=7 width=480 heads=4 act=ReluSquared attn=full
exp013	3.979075	5.7	discard	random nas d=7 width=320 heads=4 act=ReLU attn=full
exp014	3.972581	5.5	keep	random nas d=5 width=384 heads=8 act=ReluSquared attn=full
exp015	3.983080	2.8	discard	random nas d=6 width=192 heads=6 act=ReLU attn=windowed
exp016	3.974992	6.2	discard	random nas d=7 width=320 heads=5 act=SiLU attn=windowed
exp017	3.979758	10.2	discard	random nas d=8 width=448 heads=4 act=ReluSquared attn=full
exp018	3.986123	5.3	discard	random nas d=8 width=224 heads=8 act=SiLU attn=full
exp019	3.988769	9.9	discard	random nas d=8 width=448 heads=8 act=SiLU attn=windowed
exp020	3.977658	7.7	discard	random nas d=6 width=448 heads=8 act=ReluSquared attn=full
exp021	3.986096	6.8	discard	random nas d=8 width=288 heads=8 act=SiLU attn=full
exp022	3.983259	2.5	discard	random nas d=6 width=160 heads=4 act=ReLU attn=full
exp023	3.983195	4.5	discard	random nas d=4 width=416 heads=8 act=ReLU attn=full
exp024	3.979358	4.6	discard	random nas d=5 width=320 heads=4 act=SiLU attn=full
exp025	3.980236	3.7	discard	random nas d=3 width=416 heads=8 act=ReluSquared attn=full
exp026	3.992860	3.0	discard	random nas d=3 width=384 heads=2 act=ReLU attn=full
exp027	3.971024	5.0	keep	random nas d=8 width=224 heads=4 act=ReluSquared attn=windowed
exp028	3.979510	5.0	discard	random nas d=7 width=288 heads=3 act=ReLU attn=windowed
exp029	3.983342	2.7	discard	random nas d=6 width=160 heads=5 act=ReluSquared attn=full
exp030	3.992237	5.3	discard	random nas d=4 width=480 heads=2 act=SiLU attn=windowed
exp031	3.979806	5.5	discard	random nas d=4 width=480 heads=6 act=ReluSquared attn=full
