commit	val_bpb	memory_gb	status	description
exp001	0.596694	5.3	keep	baseline
exp002	0.596764	5.3	discard	add 5pct lr warmup
exp003	0.593822	5.3	keep	halve Muon weight decay to 0.1
exp004	0.591495	5.3	keep	halve Muon weight decay again to 0.05
exp005	0.591379	5.3	keep	halve Muon weight decay to 0.025
exp006	0.591393	5.3	discard	halve Muon weight decay to 0.0125
exp007	0.590782	5.3	keep	reduce Muon matrix lr to 0.03 at weight decay 0.025
exp008	0.581398	5.3	keep	lower Muon matrix lr to 0.025 at weight decay 0.025
exp009	0.581863	5.3	discard	lower Muon matrix lr to 0.02 at weight decay 0.025
exp010	0.589817	5.3	discard	lower Muon weight decay to 0.02 at matrix lr 0.025
exp011	0.589802	5.3	discard	raise Muon weight decay slightly to 0.03 at matrix lr 0.025
exp012	0.589854	5.3	discard	lower Muon matrix lr slightly to 0.0225 at weight decay 0.025
exp013	0.590883	5.3	discard	add 2pct lr warmup at matrix lr 0.025 and weight decay 0.025
exp014	0.589282	5.3	discard	lower embedding lr to 0.5 at matrix lr 0.025 and weight decay 0.025
exp015	0.589455	5.3	discard	raise Adam beta1 to 0.85 at matrix lr 0.025 and weight decay 0.025
exp016	0.581970	5.3	discard	keep 10pct lr floor during warmdown at matrix lr 0.025 and weight decay 0.025
exp017	0.582932	5.3	discard	shorten lr warmdown to final 25pct at matrix lr 0.025 and weight decay 0.025
exp018	0.581333	5.3	keep	add 5pct lr floor during warmdown at matrix lr 0.025 and weight decay 0.025
exp019	0.589993	5.3	discard	lower lr floor to 2.5pct during warmdown at matrix lr 0.025 and weight decay 0.025
exp020	0.590425	5.3	discard	raise Muon matrix lr to 0.0275 while keeping 5pct lr floor during warmdown at weight decay 0.025
exp021	0.581162	5.3	keep	lengthen warmdown to final 75pct while keeping 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp022	0.589276	5.3	discard	lengthen warmdown to final 85pct while keeping 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp023	0.589917	5.3	discard	raise Adam beta2 to 0.98 while keeping 75pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp024	0.589377	5.3	discard	lower Adam beta2 to 0.9 while keeping 75pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp025	0.581364	5.3	discard	raise lr floor slightly to 7.5pct while keeping 75pct warmdown at matrix lr 0.025 and weight decay 0.025
exp026	0.589135	5.3	discard	raise embedding lr to 0.7 while keeping 75pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp027	0.590361	5.3	discard	lower Adam beta1 to 0.75 while keeping 75pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp028	0.581050	5.3	keep	shorten warmdown slightly to final 70pct while keeping 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp029	0.580921	5.3	keep	shorten warmdown slightly further to final 65pct while keeping 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp030	0.581365	5.3	discard	shorten warmdown slightly further to final 60pct while keeping 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp031	0.589660	5.3	discard	split warmdown midpoint to final 67.5pct while keeping 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp032	0.580966	5.3	discard	shorten warmdown slightly to final 62.5pct while keeping 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp033	0.589737	5.3	discard	raise Adam beta1 slightly to 0.82 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp034	0.590258	5.3	discard	shorten warmdown slightly to final 64pct while keeping 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp035	0.580578	5.3	keep	lower final Muon momentum slightly to 0.93 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp036	0.580538	5.3	keep	lower final Muon momentum slightly further to 0.92 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp037	0.580583	5.3	discard	lower final Muon momentum slightly further to 0.91 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp038	0.580252	5.3	keep	raise final Muon momentum slightly to 0.925 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp039	0.580395	5.3	discard	raise final Muon momentum slightly to 0.93 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp040	0.580556	5.3	discard	raise final Muon momentum slightly to 0.9275 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp041	0.580160	5.3	keep	lower final Muon momentum slightly to 0.9225 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp042	0.580938	5.3	discard	raise final Muon momentum slightly to 0.92375 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp043	0.589328	5.3	discard	lower final Muon momentum slightly to 0.92125 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp044	0.580601	5.3	discard	lower final Muon momentum slightly to 0.922 while keeping 65pct warmdown and 5pct lr floor at matrix lr 0.025 and weight decay 0.025
exp045	0.580532	5.3	discard	lower Muon matrix lr slightly to 0.024 while keeping final Muon momentum 0.9225 with 65pct warmdown, 5pct lr floor, and weight decay 0.025
exp046	0.589093	5.3	discard	raise Muon matrix lr slightly to 0.026 while keeping final Muon momentum 0.9225 with 65pct warmdown, 5pct lr floor, and weight decay 0.025
exp047	0.580729	5.3	discard	lower Muon matrix lr slightly to 0.0245 while keeping final Muon momentum 0.9225 with 65pct warmdown, 5pct lr floor, and weight decay 0.025
exp048	0.580206	5.3	discard	lengthen Muon momentum ramp to reach final 0.9225 by step 450 while keeping 65pct warmdown, 5pct lr floor, matrix lr 0.025, and weight decay 0.025
exp049	0.581087	5.3	discard	raise final Muon momentum slightly to 0.92275 while keeping 65pct warmdown, 5pct lr floor, matrix lr 0.025, and weight decay 0.025
exp050	0.588925	5.3	discard	shorten Muon momentum ramp to reach final 0.9225 by step 200 while keeping 65pct warmdown, 5pct lr floor, matrix lr 0.025, and weight decay 0.025
exp051	0.589121	5.3	discard	lower lr floor slightly to 4pct while keeping final Muon momentum 0.9225 with 65pct warmdown, matrix lr 0.025, and weight decay 0.025
exp052	0.580478	5.3	discard	lengthen Muon momentum ramp moderately to reach final 0.9225 by step 375 while keeping 65pct warmdown, 5pct lr floor, matrix lr 0.025, and weight decay 0.025
exp053	0.580410	5.3	discard	shorten Muon momentum ramp slightly to reach final 0.9225 by step 275 while keeping 65pct warmdown, 5pct lr floor, matrix lr 0.025, and weight decay 0.025
exp054	0.594041	10.5	discard	double smiles batch size to device batch 512 and total batch 131072 while keeping the current lr schedule, matrix lr 0.025, weight decay 0.025, and final Muon momentum 0.9225
exp055	0.589178	5.3	discard	lower Muon weight decay slightly to 0.0225 while keeping 65pct warmdown, 5pct lr floor, matrix lr 0.025, and final Muon momentum 0.9225
exp056	0.580381	5.3	discard	raise Muon weight decay slightly to 0.0275 while keeping final Muon momentum 0.9225 with 65pct warmdown, 5pct lr floor, and matrix lr 0.025
exp057	0.589111	5.3	discard	raise lr floor slightly to 6pct while keeping 65pct warmdown, final Muon momentum 0.9225, matrix lr 0.025, and weight decay 0.025
