commit	val_bpb	memory_gb	status	description
exp001	0.605863	2.1	keep	random nas d=4 width=192 heads=3 act=SiLU attn=windowed
exp002	0.604068	6.5	keep	random nas d=6 width=384 heads=2 act=GELU attn=full
exp003	0.617602	2.8	discard	random nas d=3 width=320 heads=2 act=GELU attn=full
exp004	0.597227	5.2	keep	random nas d=5 width=352 heads=8 act=SiLU attn=full
exp005	0.605509	6.4	discard	random nas d=5 width=480 heads=8 act=ReLU attn=full
exp006	0.619311	7.1	discard	random nas d=6 width=480 heads=2 act=ReLU attn=windowed
exp007	0.647825	3.1	discard	random nas d=3 width=352 heads=2 act=GELU attn=full
exp008	0.633029	1.5	discard	random nas d=3 width=160 heads=8 act=ReluSquared attn=full
exp009	0.610199	1.8	discard	random nas d=5 width=128 heads=2 act=GELU attn=full
exp010	0.615449	10.4	discard	random nas d=8 width=512 heads=2 act=ReLU attn=full
exp011	0.602667	2.8	discard	random nas d=6 width=192 heads=2 act=ReLU attn=windowed
exp012	0.605858	9.6	discard	random nas d=7 width=480 heads=4 act=ReluSquared attn=full
exp013	0.598714	5.7	discard	random nas d=7 width=320 heads=4 act=ReLU attn=full
exp014	0.597524	5.5	discard	random nas d=5 width=384 heads=8 act=ReluSquared attn=full
exp015	0.596779	2.8	keep	random nas d=6 width=192 heads=6 act=ReLU attn=windowed
exp016	0.594453	6.2	keep	random nas d=7 width=320 heads=5 act=SiLU attn=windowed
exp017	0.606854	10.2	discard	random nas d=8 width=448 heads=4 act=ReluSquared attn=full
exp018	0.595917	5.3	discard	random nas d=8 width=224 heads=8 act=SiLU attn=full
exp019	0.604280	9.9	discard	random nas d=8 width=448 heads=8 act=SiLU attn=windowed
exp020	0.593925	7.7	keep	random nas d=6 width=448 heads=8 act=ReluSquared attn=full
exp021	0.598798	6.8	discard	random nas d=8 width=288 heads=8 act=SiLU attn=full
exp022	0.599769	2.5	discard	random nas d=6 width=160 heads=4 act=ReLU attn=full
exp023	0.607134	4.5	discard	random nas d=4 width=416 heads=8 act=ReLU attn=full
exp024	0.595335	4.6	discard	random nas d=5 width=320 heads=4 act=SiLU attn=full
exp025	0.610114	3.7	discard	random nas d=3 width=416 heads=8 act=ReluSquared attn=full
exp026	0.629748	3.0	discard	random nas d=3 width=384 heads=2 act=ReLU attn=full
exp027	0.595754	5.0	discard	random nas d=8 width=224 heads=4 act=ReluSquared attn=windowed
exp028	0.599535	5.0	discard	random nas d=7 width=288 heads=3 act=ReLU attn=windowed
exp029	0.601230	2.7	discard	random nas d=6 width=160 heads=5 act=ReluSquared attn=full
exp030	0.616916	5.3	discard	random nas d=4 width=480 heads=2 act=SiLU attn=windowed
exp031	0.606232	5.5	discard	random nas d=4 width=480 heads=6 act=ReluSquared attn=full
exp032	0.650752	1.1	discard	random nas d=3 width=128 heads=8 act=GELU attn=windowed
exp033	0.608180	3.8	discard	random nas d=3 width=448 heads=8 act=ReluSquared attn=windowed
exp034	0.605858	2.4	discard	random nas d=5 width=160 heads=8 act=SiLU attn=full
exp035	0.632687	3.7	discard	random nas d=3 width=448 heads=2 act=SiLU attn=windowed
exp036	0.605659	2.5	discard	random nas d=3 width=320 heads=5 act=ReLU attn=full
exp037	0.608471	10.6	discard	random nas d=8 width=480 heads=6 act=GELU attn=windowed
exp038	0.595447	3.9	discard	random nas d=7 width=224 heads=4 act=ReLU attn=windowed
exp039	0.621904	1.4	discard	random nas d=3 width=160 heads=4 act=SiLU attn=full
exp040	0.601227	8.7	discard	random nas d=8 width=384 heads=6 act=GELU attn=full
exp041	0.640482	3.2	discard	random nas d=3 width=416 heads=2 act=ReLU attn=full
exp042	0.600452	4.5	discard	random nas d=5 width=352 heads=4 act=ReLU attn=full
exp043	0.612648	2.3	discard	random nas d=4 width=224 heads=2 act=ReLU attn=full
exp044	0.607075	5.9	discard	random nas d=6 width=352 heads=2 act=GELU attn=windowed
exp045	0.609085	11.0	discard	random nas d=8 width=480 heads=3 act=ReluSquared attn=full
exp046	0.599244	3.4	discard	random nas d=7 width=192 heads=8 act=ReLU attn=full
exp047	0.609835	6.9	discard	random nas d=5 width=480 heads=3 act=ReluSquared attn=full
exp048	0.607981	10.2	discard	random nas d=7 width=416 heads=8 act=SiLU attn=windowed
exp049	0.604645	8.1	discard	random nas d=7 width=448 heads=8 act=ReLU attn=full
exp050	0.636108	4.0	discard	random nas d=3 width=512 heads=2 act=ReLU attn=full
exp051	0.600106	2.7	discard	random nas d=5 width=192 heads=6 act=ReluSquared attn=windowed
exp052	0.601085	8.7	discard	random nas d=8 width=384 heads=4 act=ReluSquared attn=full
exp053	0.604313	7.0	discard	random nas d=7 width=352 heads=2 act=SiLU attn=full
exp054	0.595342	4.9	discard	random nas d=6 width=288 heads=6 act=GELU attn=full
exp055	0.600342	7.6	discard	random nas d=7 width=384 heads=4 act=GELU attn=full
exp056	0.601549	2.8	discard	random nas d=5 width=224 heads=4 act=ReLU attn=windowed
exp057	0.598882	4.2	discard	random nas d=8 width=192 heads=6 act=ReluSquared attn=windowed
exp058	0.600348	5.9	discard	random nas d=8 width=288 heads=3 act=ReLU attn=full
exp059	0.599100	8.2	discard	random nas d=8 width=352 heads=8 act=SiLU attn=full
exp060	0.597029	4.5	discard	random nas d=7 width=224 heads=7 act=ReluSquared attn=full
exp061	0.594014	3.8	discard	random nas d=6 width=224 heads=4 act=SiLU attn=full
exp062	0.629553	4.5	discard	random nas d=4 width=448 heads=2 act=ReLU attn=windowed
exp063	0.603655	6.9	discard	random nas d=5 width=480 heads=5 act=ReluSquared attn=full
exp064	0.596764	4.3	discard	random nas d=8 width=192 heads=4 act=ReluSquared attn=full
exp065	0.600314	6.5	discard	random nas d=8 width=320 heads=2 act=ReLU attn=full
exp066	0.602794	4.8	discard	random nas d=5 width=384 heads=3 act=ReLU attn=windowed
exp067	0.616566	11.0	discard	random nas d=8 width=480 heads=2 act=ReluSquared attn=full
exp068	0.606589	9.9	discard	random nas d=7 width=512 heads=8 act=SiLU attn=windowed
exp069	0.597273	4.1	discard	random nas d=5 width=288 heads=4 act=SiLU attn=full
exp070	0.611383	5.4	discard	random nas d=4 width=480 heads=4 act=ReluSquared attn=windowed
exp071	0.609740	3.8	discard	random nas d=3 width=448 heads=7 act=SiLU attn=windowed
exp072	0.609334	8.7	discard	random nas d=7 width=448 heads=4 act=SiLU attn=windowed
exp073	0.593647	5.3	keep	random nas d=6 width=320 heads=5 act=SiLU attn=windowed
exp074	0.597537	5.4	discard	random nas d=5 width=384 heads=6 act=GELU attn=windowed
exp075	0.598690	3.3	discard	random nas d=6 width=192 heads=3 act=ReluSquared attn=full
exp076	0.604397	9.4	discard	random nas d=7 width=480 heads=6 act=SiLU attn=windowed
exp077	0.604817	5.0	discard	random nas d=4 width=448 heads=4 act=GELU attn=windowed
exp078	0.624473	1.5	discard	random nas d=3 width=192 heads=3 act=ReLU attn=full
exp079	0.616582	4.3	discard	random nas d=3 width=512 heads=4 act=ReluSquared attn=windowed
exp080	0.605202	2.2	discard	random nas d=4 width=224 heads=7 act=ReLU attn=windowed
exp081	0.602178	4.5	discard	random nas d=3 width=512 heads=8 act=GELU attn=full
