commit	val_bpb	memory_gb	status	description
exp001	0.595714	5.3	keep	baseline
exp002	0.594199	5.6	keep	replace ReLU-squared FFN with parameter-matched SwiGLU
exp003	0.595046	5.6	discard	change default window pattern to SSLL for more mid-layer global attention
exp004	0.595561	5.3	discard	switch to single shared KV head (multi-query attention)
exp005	2.491202	5.6	discard	tie input and output embedding weights by default
exp006	0.596961	5.4	discard	disable auxiliary value embeddings to test simpler attention values with SwiGLU
exp007	0.595232	5.7	discard	use value embeddings in every layer instead of alternating layers
exp008	0.607204	5.1	discard	switch transformer blocks to parallel residual updates from one normalized input
exp009	0.594161	5.5	keep	use only a final global attention layer by changing the default window pattern to SSSS
exp010	0.599679	5.5	discard	narrow local attention window from 128 to 64 while keeping final global layer
exp011	0.596524	7.3	discard	rebalance depth/width to 8 layers at roughly 320 dim while keeping the exp009 attention pattern
exp012	0.595072	5.5	discard	widen local sliding window to 192 while keeping the successful SSSS final-global pattern
exp013	0.594623	5.6	discard	add an early global attention layer before the successful final-global SSSS stack
exp014	0.595174	5.5	discard	ramp local sliding attention windows with depth before the final global layer
exp015	0.598383	5.5	discard	zero-center auxiliary value-embedding gate so the value path is learned from a neutral init
exp016	0.600642	5.5	discard	use four 80-dim attention heads instead of five 64-dim heads while keeping the exp009 final-global SSSS pattern
exp017	0.594254	5.0	discard	shrink SwiGLU FFN multiplier from 5x to 4x on the exp009 final-global stack
exp018	0.597470	5.5	discard	move auxiliary value embeddings to the final half of layers instead of alternating parity
exp019	0.596095	5.5	discard	use eight 40-dim attention heads instead of five 64-dim heads while keeping the exp009 final-global SSSS pattern
exp020	0.595701	5.5	discard	shift alternating value embeddings onto local layers so the final global layer uses pure projected values
exp021	0.595838	6.6	discard	widen the exp009 final-global SwiGLU stack from 320 to 384 model dim while keeping 6 layers
exp022	0.597602	5.4	discard	restrict auxiliary value embeddings to the final global layer
exp023	0.595454	5.5	discard	swap default SwiGLU FFN for parameter-matched GEGLU gating on the exp009 final-global stack
exp024	0.596633	5.2	discard	use single shared KV head on the exp009 final-global SwiGLU stack
exp025	0.596970	5.5	discard	restrict x0 input reinjection to global-attention layers on the final-global SwiGLU stack
exp026	0.596354	6.4	discard	rebalance the final-global SwiGLU stack to 7 layers while holding model width at 320 via a lower aspect ratio
exp027	0.593213	6.0	keep	add learned per-layer scaling on attention and MLP residual branches
exp028	0.598639	6.0	discard	normalize learned x0 residual mixing before each block
exp029	0.594425	5.9	discard	restrict x0 input reinjection to local-attention layers so the final global layer aggregates without direct input mixing
exp030	0.593251	5.4	discard	shrink the exp027 learned-branch-scaling SwiGLU FFN from 5x to 4x
exp031	5.209452	5.9	discard	add learnable per-channel RMSNorm gains around the exp027 residual-scaled stack
exp032	0.593442	6.0	discard	add a mid-stack global attention layer to the exp027 residual-scaled SwiGLU stack
exp033	0.593104	6.0	keep	initialize learned x0 input reinjection at zero instead of 0.1 on the exp027 residual-scaled final-global SwiGLU stack
exp034	0.598376	6.0	discard	narrow non-final local attention from half-sequence to quarter-sequence while keeping the final layer global
